full_name,cc_score,party,role,state,cc_score_state_mean,color,x_score,x,y,index,vy,vx,full_name_upper
Brooke Lierman,100,Democrat,Representative,Maryland,78.59765109,blue,100,530.80663,3484.188227,1175,-0.029568914,0.042065456,BROOKE LIERMAN
Neil Parrott,19.2,Republican,Representative,Maryland,78.59765109,red,19.2,96.56765402,3481.976274,1176,0.001175059,0.000302439,NEIL PARROTT
Ron Watson,100,Democrat,Representative,Maryland,78.59765109,blue,100,523.4247657,3447.850108,1177,-0.047353922,0.024340518,RON WATSON
Samuel Rosenberg,100,Democrat,Representative,Maryland,78.59765109,blue,100,515.3438328,3447.66212,1178,-0.045054294,0.024778557,SAMUEL ROSENBERG
Cheryl Kagan,100,Democrat,Senator,Maryland,78.59765109,blue,100,490.1832144,3422.388001,1179,-0.050397862,-0.011605551,CHERYL KAGAN
Paul Corderman,43.8,Republican,Senator,Maryland,78.59765109,red,43.8,219.8698531,3476.517575,1180,-0.000550883,-8.03E-06,PAUL CORDERMAN
Nicholaus Kipke,51,Republican,Representative,Maryland,78.59765109,red,51,255,3483.333333,1181,0,0,NICHOLAUS KIPKE
Jay Jalisi,88.7,Democrat,Representative,Maryland,78.59765109,blue,88.7,443.5,3483.333333,1182,-4.24E-15,-4.42E-16,JAY JALISI
Benjamin Kramer,100,Democrat,Senator,Maryland,78.59765109,blue,100,476.4280711,3516.645403,1183,0.032597156,-0.01478231,BENJAMIN KRAMER
Jesse Pippy,25,Republican,Representative,Maryland,78.59765109,red,25,127.1308686,3490.624503,1184,0.001412015,0.001982271,JESSE PIPPY
Charlotte Crutchfield,100,Democrat,Representative,Maryland,78.59765109,blue,100,495.9789614,3486.949713,1185,-0.004257159,0.009388919,CHARLOTTE CRUTCHFIELD
Robbyn Lewis,100,Democrat,Representative,Maryland,78.59765109,blue,100,498.0840683,3421.885188,1186,-0.045945987,-0.008432568,ROBBYN LEWIS
Shaneka Henson,100,Democrat,Representative,Maryland,78.59765109,blue,100,488.6421657,3511.954179,1187,0.037386652,-0.000727136,SHANEKA HENSON
Veronica Turner,100,Democrat,Representative,Maryland,78.59765109,blue,100,485.7531706,3539.020442,1188,0.046947092,-0.022544771,VERONICA TURNER
Steven Arentz,15.4,Republican,Representative,Maryland,78.59765109,red,15.4,74.99348864,3481.959566,1189,-0.0004066,-0.002036303,STEVEN ARENTZ
Charles Otto,20.4,Republican,Representative,Maryland,78.59765109,red,20.4,101.7271448,3475.866991,1190,0.00024985,-0.000647735,CHARLES OTTO
Ronald Young,100,Democrat,Senator,Maryland,78.59765109,blue,100,518.9591523,3529.145277,1191,0.073808924,0.004031385,RONALD YOUNG
Michael Hough,41.5,Republican,Senator,Maryland,78.59765109,red,41.5,207.8174663,3484.493594,1192,2.51E-05,4.38E-05,MICHAEL HOUGH
Curtis Anderson,100,Democrat,Representative,Maryland,78.59765109,blue,100,520.3874852,3515.115779,1193,0.049738565,0.018909134,CURTIS ANDERSON
Reid Novotny,N/A,Republican,Representative,Maryland,78.59765109,grey,120,595.8751192,3479.385277,1194,-0.000121938,-0.000263778,REID NOVOTNY
Chris West,82.4,Republican,Senator,Maryland,78.59765109,red,82.4,412,3479.337392,1195,-9.44E-05,-3.52E-16,CHRIS WEST
Melissa Wells,95.7,Democrat,Representative,Maryland,78.59765109,blue,95.7,469.9952182,3489.563317,1196,-0.000647757,-0.00629768,MELISSA WELLS
Jazz Lewis,100,Democrat,Representative,Maryland,78.59765109,blue,100,482.502463,3464.47246,1197,-0.018684875,-0.01803723,JAZZ LEWIS
Susan Krebs,18.5,Republican,Representative,Maryland,78.59765109,red,18.5,90.10001152,3486.655089,1198,6.81E-05,-0.000990549,SUSAN KREBS
David Moon,100,Democrat,Representative,Maryland,78.59765109,blue,100,515.0803174,3434.338173,1199,-0.059100674,0.030753432,DAVID MOON
Michael Malone,37,Republican,Representative,Maryland,78.59765109,red,37,184.7321009,3482.04209,1200,-9.44E-05,-4.35E-05,MICHAEL MALONE
Joseline Pena-Melnyk,100,Democrat,Representative,Maryland,78.59765109,blue,100,502.3750119,3428.446528,1201,-0.039516517,-0.009870977,JOSELINE PENA-MELNYK
Andrea Harrison,100,Democrat,Representative,Maryland,78.59765109,blue,100,499.6935632,3520.645709,1202,0.040448621,-0.007018027,ANDREA HARRISON
Clarence Lam,100,Democrat,Senator,Maryland,78.59765109,blue,100,469.4629974,3472.946395,1203,-0.030594286,-0.033099992,CLARENCE LAM
Kumar Barve,100,Democrat,Representative,Maryland,78.59765109,blue,100,506.611214,3435.066934,1204,-0.030321869,-0.014475575,KUMAR BARVE
Sheila Ruth,100,Democrat,Representative,Maryland,78.59765109,blue,100,526.1597207,3457.556742,1205,-0.022142281,0.027218103,SHEILA RUTH
Kirill Reznik,100,Democrat,Representative,Maryland,78.59765109,blue,100,524.069083,3487.71679,1206,-0.002069834,0.044597502,KIRILL REZNIK
Bob Long,15.9,Republican,Representative,Maryland,78.59765109,red,15.9,80.13162671,3490.906271,1207,-0.000579056,0.000644332,BOB LONG
Jen Terrasa,100,Democrat,Representative,Maryland,78.59765109,blue,100,487.0030733,3525.536515,1208,0.035944308,-0.012743288,JEN TERRASA
Jon Cardin,100,Democrat,Representative,Maryland,78.59765109,blue,100,530.2069258,3476.359592,1209,-0.029255775,0.022999267,JON CARDIN
Justin Ready,34,Republican,Senator,Maryland,78.59765109,red,34,172.2093234,3487.628652,1210,0.000714097,0.000312333,JUSTIN READY
Katie Hester,100,Democrat,Senator,Maryland,78.59765109,blue,100,484.0578581,3518.059843,1211,0.0351175,-0.010313368,KATIE HESTER
Julie Palakovich Carr,100,Democrat,Representative,Maryland,78.59765109,blue,100,486.5408272,3429.47757,1212,-0.051249026,-0.016102906,JULIE PALAKOVICH CARR
Rachel Jones,N/A,Democrat,Representative,Maryland,78.59765109,grey,120,602.789216,3483.361147,1213,0.000257234,0.000169466,RACHEL JONES
Eric Ebersole,100,Democrat,Representative,Maryland,78.59765109,blue,100,491.7295325,3519.389583,1214,0.038043358,-0.007545114,ERIC EBERSOLE
Melony Griffith,100,Democrat,Senator,Maryland,78.59765109,blue,100,523.5127076,3480.373164,1215,-0.021452119,0.024171646,MELONY GRIFFITH
Stephanie Smith,100,Democrat,Representative,Maryland,78.59765109,blue,100,511.3128363,3441.469517,1216,-0.063168159,0.02880585,STEPHANIE SMITH
Michael Jackson,100,Democrat,Senator,Maryland,78.59765109,blue,100,518.7603921,3454.611678,1217,-0.044152301,0.034972882,MICHAEL JACKSON
Emily Shetty,100,Democrat,Representative,Maryland,78.59765109,blue,100,489.1372475,3475.744808,1218,-0.018452185,-0.010444225,EMILY SHETTY
Anne Healey,100,Democrat,Representative,Maryland,78.59765109,blue,100,493.7395475,3506.396835,1219,0.020255794,-0.000174541,ANNE HEALEY
Johnny Mautz,32,Republican,Representative,Maryland,78.59765109,red,32,158.8801271,3489.808351,1220,0.000148782,-0.000164546,JOHNNY MAUTZ
Elizabeth Proctor,100,Democrat,Representative,Maryland,78.59765109,blue,100,477.0512556,3493.349065,1221,-0.000886917,-0.006514807,ELIZABETH PROCTOR
Chanel Branch,100,Democrat,Representative,Maryland,78.59765109,blue,100,487.3738698,3443.159993,1222,-0.048533254,-0.023300863,CHANEL BRANCH
Terri Hill,100,Democrat,Representative,Maryland,78.59765109,blue,100,501.5391939,3540.632501,1223,0.053324817,-0.019117783,TERRI HILL
William Smith,100,Democrat,Senator,Maryland,78.59765109,blue,100,482.4378122,3456.66626,1224,-0.022082983,-0.005427738,WILLIAM SMITH
Maggie McIntosh,100,Democrat,Representative,Maryland,78.59765109,blue,100,502.7058184,3474.825259,1225,-0.01129993,-0.001082946,MAGGIE MCINTOSH
Pamela Queen,100,Democrat,Representative,Maryland,78.59765109,blue,100,473.5922394,3507.988826,1226,0.022155157,-0.011242261,PAMELA QUEEN
Katherine Klausmeier,94.2,Democrat,Senator,Maryland,78.59765109,blue,94.2,462.4451512,3487.23013,1227,-0.014244255,-0.002633776,KATHERINE KLAUSMEIER
Matt Morgan,11.5,Republican,Representative,Maryland,78.59765109,red,11.5,56.22019467,3480.217251,1228,0.000120498,-0.000124915,MATT MORGAN
William Wivell,16.7,Republican,Representative,Maryland,78.59765109,red,16.7,82.01921568,3475.448151,1229,-0.002078331,0.000385629,WILLIAM WIVELL
Catherine Forbes,100,Democrat,Representative,Maryland,78.59765109,blue,100,482.9849102,3488.149609,1230,-0.009297642,-0.013276822,CATHERINE FORBES
Malcolm Augustine,100,Democrat,Senator,Maryland,78.59765109,blue,100,511.2337423,3528.275977,1231,0.063067721,0.001565685,MALCOLM AUGUSTINE
Sid Saab,22.2,Republican,Representative,Maryland,78.59765109,red,22.2,111.7226991,3486.651271,1232,0.001670732,0.000279582,SID SAAB
Geraldine Valentino-Smith,100,Democrat,Representative,Maryland,78.59765109,blue,100,512.8091474,3515.310712,1233,0.056468844,0.013028653,GERALDINE VALENTINO-SMITH
Jerry Clark,43.9,Republican,Representative,Maryland,78.59765109,red,43.9,220.5091572,3489.742045,1234,0.000513677,-2.22E-05,JERRY CLARK
Alonzo Washington,100,Democrat,Representative,Maryland,78.59765109,blue,100,493.7060658,3539.856764,1235,0.049547887,-0.021315315,ALONZO WASHINGTON
Ben Barnes,100,Democrat,Representative,Maryland,78.59765109,blue,100,523.2014663,3472.465357,1236,-0.020298493,0.017673851,BEN BARNES
Bonnie Cullison,100,Democrat,Representative,Maryland,78.59765109,blue,100,509.7454759,3464.619652,1237,-0.009579371,0.006973096,BONNIE CULLISON
Edith Patterson,100,Democrat,Representative,Maryland,78.59765109,blue,100,514.1049293,3503.06297,1238,0.036076388,0.019768454,EDITH PATTERSON
Anne Kaiser,100,Democrat,Representative,Maryland,78.59765109,blue,100,498.7981853,3435.434952,1239,-0.040402143,-0.015325174,ANNE KAISER
Pat Young,100,Democrat,Representative,Maryland,78.59765109,blue,100,495.107435,3442.631223,1240,-0.045096221,-0.02085525,PAT YOUNG
Mary Carozza,47.1,Republican,Senator,Maryland,78.59765109,red,47.1,235.4363132,3487.316943,1241,9.47E-05,-7.08E-08,MARY CAROZZA
Dana Jones,N/A,Democrat,Representative,Maryland,78.59765109,grey,120,595.8980467,3487.377058,1242,7.01E-05,-0.000584692,DANA JONES
Marvin Holmes,100,Democrat,Representative,Maryland,78.59765109,blue,100,516.5363694,3476.564913,1243,-0.017030123,0.014232511,MARVIN HOLMES
Eric Luedtke,100,Democrat,Representative,Maryland,78.59765109,blue,100,490.3484766,3532.711849,1244,0.046774081,-0.018553693,ERIC LUEDTKE
Diana Fennell,100,Democrat,Representative,Maryland,78.59765109,blue,100,510.4055067,3488.572868,1245,0.00080407,0.02806201,DIANA FENNELL
Ken Kerr,100,Democrat,Representative,Maryland,78.59765109,blue,100,490.7891608,3450.808557,1246,0.000142015,-0.019859221,KEN KERR
James Rosapepe,100,Democrat,Senator,Maryland,78.59765109,blue,100,496.2939189,3456.464359,1247,-0.02127254,0.005755093,JAMES ROSAPEPE
Shelly Hettleman,100,Democrat,Senator,Maryland,78.59765109,blue,100,469.1013809,3464.8182,1248,-0.029080866,-0.023744002,SHELLY HETTLEMAN
Christopher Adams,22.2,Republican,Representative,Maryland,78.59765109,red,22.2,109.6088723,3477.288642,1249,-0.001221561,-0.000589319,CHRISTOPHER ADAMS
Ned Carey,92.6,Democrat,Representative,Maryland,78.59765109,blue,92.6,461.1268674,3479.341909,1250,-0.012751066,-0.012174843,NED CAREY
C.T. Wilson,100,Democrat,Representative,Maryland,78.59765109,blue,100,516.2966702,3468.720439,1251,-0.016856505,0.013414955,C.T. WILSON
Shane Pendergrass,100,Democrat,Representative,Maryland,78.59765109,blue,100,527.0845283,3502.824913,1252,0.020413614,0.008170477,SHANE PENDERGRASS
Jill Carter,100,Democrat,Senator,Maryland,78.59765109,blue,100,506.2924184,3534.394272,1253,0.059537553,-0.007102137,JILL CARTER
Nick Charles,100,Democrat,Representative,Maryland,78.59765109,blue,100,496.615641,3513.295346,1254,0.037348471,0.000277382,NICK CHARLES
David Fraser-hidalgo,100,Democrat,Representative,Maryland,78.59765109,blue,100,517.4361852,3491.937072,1255,-0.00399636,0.037762685,DAVID FRASER-HIDALGO
Lily Qi,100,Democrat,Representative,Maryland,78.59765109,blue,100,503.0086821,3461.41825,1256,-0.037043837,0.010816323,LILY QI
Mark Fisher,9.6,Republican,Representative,Maryland,78.59765109,red,9.6,48.2847351,3483.333703,1257,-2.23E-05,1.70E-05,MARK FISHER
Sandy Bartlett,100,Democrat,Representative,Maryland,78.59765109,blue,100,508.8836077,3508.38421,1258,0.052347715,0.021452643,SANDY BARTLETT
Dan Cox,21.1,Republican,Representative,Maryland,78.59765109,red,21.1,104.4269169,3483.378681,1259,0.000131633,0.000864478,DAN COX
Sara Love,100,Democrat,Representative,Maryland,78.59765109,blue,100,489.4716041,3460.067033,1260,-0.019517284,-0.000603054,SARA LOVE
Delores Kelley,100,Democrat,Senator,Maryland,78.59765109,blue,100,509.836078,3480.46779,1261,-0.000572833,0.018714062,DELORES KELLEY
James Gilchrist,100,Democrat,Representative,Maryland,78.59765109,blue,100,495.1501782,3526.337969,1262,0.046053648,-0.018747173,JAMES GILCHRIST
Mike Mckay,25.9,Republican,Representative,Maryland,78.59765109,red,25.9,130.5094962,3476.763325,1263,-0.00051495,0.000800598,MIKE MCKAY
Alfred Carr,100,Democrat,Representative,Maryland,78.59765109,blue,100,499.0706046,3500.413554,1264,0.02752978,0.004886532,ALFRED CARR
Lorig Charkoudian,100,Democrat,Representative,Maryland,78.59765109,blue,100,491.4339234,3498.568019,1265,0.027124296,-0.000490458,LORIG CHARKOUDIAN
Richard Impallaria,6,Republican,Representative,Maryland,78.59765109,red,6,30,3483.333333,1266,-4.95E-15,2.76E-17,RICHARD IMPALLARIA
Mary Ann Lisanti,100,Democrat,Representative,Maryland,78.59765109,blue,100,489.2354794,3483.490816,1267,-0.001259834,-0.002786572,MARY ANN LISANTI
Gabriel Acevero,100,Democrat,Representative,Maryland,78.59765109,blue,100,475.886902,3468.449418,1268,-0.019504511,-0.019682099,GABRIEL ACEVERO
Debra Davis,100,Democrat,Representative,Maryland,78.59765109,blue,100,507.9752785,3521.531207,1269,0.049853493,0.003284758,DEBRA DAVIS
Douglas Peters,100,Democrat,Senator,Maryland,78.59765109,blue,100,503.8890736,3453.47542,1270,-0.038551799,-0.000858643,DOUGLAS PETERS
Ric Metzgar,19.2,Republican,Representative,Maryland,78.59765109,red,19.2,97.35745375,3489.942575,1271,0.001154328,-0.00065401,RIC METZGAR
Brian Chisholm,25,Republican,Representative,Maryland,78.59765109,red,25,124.6841031,3482.233751,1272,-0.000964382,0.000103645,BRIAN CHISHOLM
Wanika Fisher,100,Democrat,Representative,Maryland,78.59765109,blue,100,502.4461181,3481.875156,1273,0.000202692,0.009295528,WANIKA FISHER
Talmadge Branch,100,Democrat,Representative,Maryland,78.59765109,blue,100,476.0354621,3484.33045,1274,-0.011561298,-0.012505236,TALMADGE BRANCH
Bob Cassilly,47.2,Republican,Senator,Maryland,78.59765109,red,47.2,236.0636868,3479.349724,1275,-9.47E-05,7.08E-08,BOB CASSILLY
Heather Bagnall,100,Democrat,Representative,Maryland,78.59765109,blue,100,520.5956723,3507.384733,1276,0.044776578,0.023156431,HEATHER BAGNALL
Joseph Boteler,8.3,Republican,Representative,Maryland,78.59765109,red,8.3,41.355379,3487.323871,1277,0.000104663,-1.48E-05,JOSEPH BOTELER
Luke Clippinger,100,Democrat,Representative,Maryland,78.59765109,blue,100,529.88658,3468.405511,1278,-0.03100152,0.017992946,LUKE CLIPPINGER
Keith Haynes,100,Democrat,Representative,Maryland,78.59765109,blue,100,486.0576951,3504.461329,1279,0.029415913,0.001215739,KEITH HAYNES
Dalya Attar,100,Democrat,Representative,Maryland,78.59765109,blue,100,482.8005049,3472.377601,1280,-0.020321971,-0.016311956,DALYA ATTAR
Regina Boyce,95.7,Democrat,Representative,Maryland,78.59765109,blue,95.7,461.6691777,3471.114316,1281,-0.018622726,-0.033425266,REGINA BOYCE
Carl Anderton,63.5,Republican,Representative,Maryland,78.59765109,red,63.5,317.5,3483.333333,1282,0,0,CARL ANDERTON
Jeff Ghrist,20.8,Republican,Representative,Maryland,78.59765109,red,20.8,105.2360059,3491.333335,1283,0.000517698,-0.000550489,JEFF GHRIST
Mark Chang,100,Democrat,Representative,Maryland,78.59765109,blue,100,526.9007815,3494.898729,1284,0.018515301,0.017263188,MARK CHANG
Lesley Lopez,100,Democrat,Representative,Maryland,78.59765109,blue,100,502.8766469,3489.665064,1285,0.003294233,0.021643634,LESLEY LOPEZ
Antonio Hayes,100,Democrat,Senator,Maryland,78.59765109,blue,100,489.2421285,3467.900975,1286,-0.016029571,-0.011579508,ANTONIO HAYES
Craig Zucker,100,Democrat,Senator,Maryland,78.59765109,blue,100,509.3427479,3472.577827,1287,-0.002795442,0.017401011,CRAIG ZUCKER
Robin Grammer,15.1,Republican,Representative,Maryland,78.59765109,red,15.1,74.14909595,3474.010299,1288,-0.000778036,0.000157834,ROBIN GRAMMER
Dereck Davis,100,Democrat,Representative,Maryland,78.59765109,blue,100,516.7346796,3483.999396,1289,-0.003478779,0.028471614,DERECK DAVIS
Brenda Thiam,N/A,Republican,Representative,Maryland,78.59765109,grey,120,602.7956687,3491.3653,1290,0.000161431,0.00022846,BRENDA THIAM
Karen Young,100,Democrat,Representative,Maryland,78.59765109,blue,100,503.062476,3442.361324,1291,-0.03848847,-0.019694507,KAREN YOUNG
Pamela Beidle,100,Democrat,Senator,Maryland,78.59765109,blue,100,495.5728933,3479.390887,1292,-0.007878867,0.003754171,PAMELA BEIDLE
Frank Conaway,98.1,Democrat,Representative,Maryland,78.59765109,blue,98.1,471.4928142,3498.950887,1293,0.007587988,-0.000454403,FRANK CONAWAY
Mike Rogers,100,Democrat,Representative,Maryland,78.59765109,blue,100,496.1926076,3471.423291,1294,-0.009257287,-0.01109794,MIKE ROGERS
Sheree Sample-Hughes,82.4,Democrat,Representative,Maryland,78.59765109,blue,82.4,412,3487.329275,1295,9.44E-05,3.52E-16,SHEREE SAMPLE-HUGHES
Carl Jackson,100,Democrat,Representative,Maryland,78.59765109,blue,100,504.0663825,3514.569447,1296,0.047185635,0.007225426,CARL JACKSON
Tommy Brann,53.8,Republican,Representative,Michigan,68.59296335,red,53.8,269.4556142,2221.353436,1297,0.001170579,0.000949529,TOMMY BRANN
Kenneth Horn,39.5,Republican,Senator,Michigan,68.59296335,red,39.5,197.4432419,2207.660368,1298,-0.000337238,3.94E-05,KENNETH HORN
Gary Howell,42.9,Republican,Representative,Michigan,68.59296335,red,42.9,213.6378334,2212.489029,1299,0.000669658,0.000735584,GARY HOWELL
Matt Koleszar,100,Democrat,Representative,Michigan,68.59296335,blue,100,507.037745,2240.05157,1300,0.001518899,0.00224739,MATT KOLESZAR
Amos O'Neal,N/A,Democrat,Representative,Michigan,68.59296335,grey,120,596.1955864,2230.023687,1301,0.001655433,-0.000919141,AMOS O'NEAL
Sean McCann,100,Democrat,Senator,Michigan,68.59296335,blue,100,502.3690807,2190.423396,1302,-0.001275685,0.002770477,SEAN MCCANN
TC Clements,N/A,Republican,Representative,Michigan,68.59296335,grey,120,596.1794596,2245.96361,1303,0.003319194,0.001524887,TC CLEMENTS
Mari Manoogian,83.3,Democrat,Representative,Michigan,68.59296335,blue,83.3,418.2674606,2219.500596,1304,0.005883212,0.001454014,MARI MANOOGIAN
Yousef Rabhi,88.5,Democrat,Representative,Michigan,68.59296335,blue,88.5,442.5,2216.666667,1305,2.83E-15,2.02E-51,YOUSEF RABHI
Roger Victory,56.1,Republican,Senator,Michigan,68.59296335,red,56.1,280.4625578,2215.790965,1306,-0.00014948,-0.000514606,ROGER VICTORY
Abraham Aiyash,100,Democrat,Representative,Michigan,68.59296335,blue,100,492.0219651,2208.770531,1307,-0.001064835,-0.001541223,ABRAHAM AIYASH
Ronnie Peterson,92.3,Democrat,Representative,Michigan,68.59296335,blue,92.3,462.5631333,2216.904349,1308,-4.38E-05,-4.33E-05,RONNIE PETERSON
Thomas Albert,34.6,Republican,Representative,Michigan,68.59296335,red,34.6,173,2216.666667,1309,2.12E-15,-4.62E-52,THOMAS ALBERT
Matthew Maddock,50,Republican,Representative,Michigan,68.59296335,red,50,241.9277641,2227.957651,1310,-0.000154283,-0.00121886,MATTHEW MADDOCK
Mary Cavanagh,N/A,Democrat,Representative,Michigan,68.59296335,grey,120,603.0826521,2242.004031,1311,0.001591979,0.001408745,MARY CAVANAGH
Aric Nesbitt,55.6,Republican,Senator,Michigan,68.59296335,red,55.6,274.7671025,2210.20558,1312,-0.000477162,-0.000956304,ARIC NESBITT
Christine Morse,N/A,Democrat,Representative,Michigan,68.59296335,grey,120,589.2171766,2210.15036,1313,-0.001261908,-0.000617252,CHRISTINE MORSE
Ricky Outman,59.3,Republican,Senator,Michigan,68.59296335,red,59.3,300.5630158,2205.090399,1314,-0.00089288,0.001005356,RICKY OUTMAN
Douglas Wozniak,50,Republican,Representative,Michigan,68.59296335,red,50,252.9728247,2206.758355,1315,-0.002027543,0.003340269,DOUGLAS WOZNIAK
Mary Whiteford,47.6,Republican,Representative,Michigan,68.59296335,red,47.6,233.4802136,2214.420608,1316,-0.000831246,-0.001955052,MARY WHITEFORD
Dale Zorn,39.5,Republican,Senator,Michigan,68.59296335,red,39.5,197.6669146,2215.638768,1317,9.45E-05,-0.000158755,DALE ZORN
Joseph Bellino,50,Republican,Representative,Michigan,68.59296335,red,50,245.6296547,2220.899832,1318,-2.62E-06,-0.000976468,JOSEPH BELLINO
James Ananich,100,Democrat,Senator,Michigan,68.59296335,blue,100,494.886969,2193.12426,1319,-0.002747063,0.00113943,JAMES ANANICH
Wayne Schmidt,44.1,Republican,Senator,Michigan,68.59296335,red,44.1,220.5164297,2208.427182,1320,-0.002271873,-0.000697874,WAYNE SCHMIDT
Jim Lilly,50,Republican,Representative,Michigan,68.59296335,red,50,252.3445008,2192.961678,1321,-0.002164489,0.002444953,JIM LILLY
Greg VanWoerkom,50,Republican,Representative,Michigan,68.59296335,red,50,257.8256678,2227.27145,1322,0.001225817,0.000949823,GREG VANWOERKOM
Samantha Steckloff,N/A,Democrat,Representative,Michigan,68.59296335,grey,120,598.9829919,2187.264103,1323,-0.000889246,-0.000285429,SAMANTHA STECKLOFF
Tullio Liberati,N/A,Democrat,Representative,Michigan,68.59296335,grey,120,609.7209948,2198.154386,1324,-0.001048919,0.006957138,TULLIO LIBERATI
Marshall Bullock,100,Democrat,Senator,Michigan,68.59296335,blue,100,501.0613821,2234.847172,1325,0.001025985,0.000402231,MARSHALL BULLOCK
Robert Bezotte,N/A,Republican,Representative,Michigan,68.59296335,grey,120,599.1014544,2195.252716,1326,-0.000584168,-0.004375474,ROBERT BEZOTTE
Nate Shannon,83.3,Democrat,Representative,Michigan,68.59296335,blue,83.3,417.2737727,2205.904805,1327,-0.001194008,5.38E-05,NATE SHANNON
Kevin Daley,77.8,Republican,Senator,Michigan,68.59296335,red,77.8,390.3295156,2212.441371,1328,-0.000273248,0.000221092,KEVIN DALEY
Curtis VanderWall,56.5,Republican,Senator,Michigan,68.59296335,red,56.5,278.5178702,2223.525322,1329,0.000166607,-0.001600924,CURTIS VANDERWALL
Steven Johnson,46.2,Republican,Representative,Michigan,68.59296335,red,46.2,229.691613,2221.452742,1330,0.000415944,-0.002342341,STEVEN JOHNSON
Kara Hope,100,Democrat,Representative,Michigan,68.59296335,blue,100,511.5614288,2216.50898,1331,0.000680098,0.001477331,KARA HOPE
Pamela Hornberger,42.3,Republican,Representative,Michigan,68.59296335,red,42.3,212.2660846,2220.356691,1332,0.000739756,-0.000504563,PAMELA HORNBERGER
Stephanie Young,N/A,Democrat,Representative,Michigan,68.59296335,grey,120,603.035466,2218.07875,1333,-4.34E-05,0.000132161,STEPHANIE YOUNG
Jim Stamas,41.2,Republican,Senator,Michigan,68.59296335,red,41.2,206.1073751,2207.900152,1334,-0.001096002,-1.48E-06,JIM STAMAS
Roger Hauck,50,Republican,Representative,Michigan,68.59296335,red,50,260.8803698,2206.434597,1335,-0.00122588,0.00248258,ROGER HAUCK
Erika Geiss,97.6,Democrat,Senator,Michigan,68.59296335,blue,97.6,483.0587503,2219.266054,1336,-0.001118289,-0.003497044,ERIKA GEISS
John Cherry,58.3,Democrat,Representative,Michigan,68.59296335,blue,58.3,289.9007575,2234.715923,1337,0.000334354,-0.00054322,JOHN CHERRY
Jim Haadsma,83.3,Democrat,Representative,Michigan,68.59296335,blue,83.3,415.35595,2226.924942,1338,-0.00133157,-0.000174558,JIM HAADSMA
Cara Clemente,92.3,Democrat,Representative,Michigan,68.59296335,blue,92.3,463.230081,2208.939977,1339,-0.000199021,0.000272994,CARA CLEMENTE
Alex Garza,75,Democrat,Representative,Michigan,68.59296335,blue,75,375.0000097,2208.680445,1340,-0.000317222,-2.93E-08,ALEX GARZA
Tyrone Carter,75,Democrat,Representative,Michigan,68.59296335,blue,75,375.0000098,2224.655938,1341,0.000252708,-2.99E-08,TYRONE CARTER
David LaGrand,97.6,Democrat,Representative,Michigan,68.59296335,blue,97.6,484.5280968,2211.407108,1342,-0.001128396,-0.002868777,DAVID LAGRAND
Abdullah Hammoud,100,Democrat,Representative,Michigan,68.59296335,blue,100,498.0407081,2213.93538,1343,0.000282794,-0.000624385,ABDULLAH HAMMOUD
Paul Wojno,100,Democrat,Senator,Michigan,68.59296335,blue,100,495.1015915,2229.640376,1344,0.000598984,-0.001824217,PAUL WOJNO
Ryan Berman,58.3,Republican,Representative,Michigan,68.59296335,red,58.3,295.840563,2211.489279,1345,-9.96E-05,0.000247128,RYAN BERMAN
Michele Hoitenga,50,Republican,Representative,Michigan,68.59296335,red,50,244.3755593,2193.381566,1346,-0.003933477,0.001411372,MICHELE HOITENGA
Jewell Jones,80.8,Democrat,Representative,Michigan,68.59296335,blue,80.8,405.6484986,2218.302056,1347,-8.79E-05,8.39E-05,JEWELL JONES
Dan Lauwers,51.2,Republican,Senator,Michigan,68.59296335,red,51.2,261.5397037,2220.219343,1348,0.000380094,0.001050957,DAN LAUWERS
Scott VanSingel,60,Republican,Representative,Michigan,68.59296335,red,60,301.5250582,2217.067206,1349,0.000393582,0.000917635,SCOTT VANSINGEL
Lana Theis,39,Republican,Senator,Michigan,68.59296335,red,39,193.4851669,2222.450867,1350,0.000453532,7.83E-05,LANA THEIS
Laurie Pohutsky,100,Democrat,Representative,Michigan,68.59296335,blue,100,508.4249224,2195.611775,1351,-0.000480321,0.002881133,LAURIE POHUTSKY
Timothy Beson,N/A,Republican,Representative,Michigan,68.59296335,grey,120,592.1748909,2191.381786,1352,-0.004418988,-0.003713737,TIMOTHY BESON
Jon Bumstead,37,Republican,Senator,Michigan,68.59296335,red,37,185.2552435,2220.460327,1353,9.95E-05,2.89E-07,JON BUMSTEAD
Michael MacDonald,77.8,Republican,Senator,Michigan,68.59296335,red,77.8,390.5401008,2220.77368,1354,0.000495159,-2.95E-05,MICHAEL MACDONALD
Ed McBroom,44,Republican,Senator,Michigan,68.59296335,red,44,220.2462389,2220.688855,1355,0.003140237,-0.000701388,ED MCBROOM
Helena Scott,N/A,Democrat,Representative,Michigan,68.59296335,grey,120,596.2289184,2237.98796,1356,0.00272475,-0.000832234,HELENA SCOTT
Andrea Schroeder,66.7,Republican,Representative,Michigan,68.59296335,red,66.7,335.8272949,2213.863912,1357,-3.96E-06,8.40E-05,ANDREA SCHROEDER
Diana Farrington,50,Republican,Representative,Michigan,68.59296335,red,50,249.8546261,2227.577283,1358,0.001561053,0.000430987,DIANA FARRINGTON
Joseph Tate,66.7,Democrat,Representative,Michigan,68.59296335,blue,66.7,331.6359068,2227.06591,1359,-0.000100525,-0.00061037,JOSEPH TATE
